indivID,Country,Location,Lat,Long,AvgDate_calBP,Sex,Cov_Autosomes,Data_Type,Publication,Contact,Group_ID,Assessment,panelID,scale_marginal,se_marginal,se_scale_marginal_fd,scale_jt,se_scale_jt,eps_jt,se_eps_jt,nsnps,nref_haps
I0172,Germany,Esperstedt,51.42,11.68,5173.0,M,25.372,1240K,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),"Haak, Wolfgang",Germany_MN_Esperstedt,"PASS (Xcontam=0.007, mtcontam=0.959-0.985)",ceu,445.2749555689695,3.9821124340322185,3.9717885665722616,414.7613358551957,3.625204942565444,0.004297560439021984,0.00011305480235013184,22919,49
I0172,Germany,Esperstedt,51.42,11.68,5173.0,M,25.372,1240K,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),"Haak, Wolfgang",Germany_MN_Esperstedt,"PASS (Xcontam=0.007, mtcontam=0.959-0.985)",eur,246.7634766815971,1.1499828420985727,1.1506511737973313,243.50563744076283,34.648344937470924,0.0016962638671089952,0.0008531919577904183,26103,240
I0172,Germany,Esperstedt,51.42,11.68,5173.0,M,25.372,1240K,MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015),"Haak, Wolfgang",Germany_MN_Esperstedt,"PASS (Xcontam=0.007, mtcontam=0.959-0.985)",fullkg,189.88415190253826,0.4132359200388531,0.4112975169915404,185.78144656153225,0.3198512061023828,0.001817388857576532,1.2086816843544775e-05,35889,1233
Loschbour_snpAD.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,Pruefer2017,"Krause, Johannes",Luxembourg_Loschbour.DG,PASS,ceu,414.61068792085007,3.855401821841177,3.8004217673609753,400.6898289037621,138.16297411720848,0.002127942202277045,0.0016279260311528425,25426,49
Loschbour_snpAD.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,Pruefer2017,"Krause, Johannes",Luxembourg_Loschbour.DG,PASS,eur,241.6398119858533,1.1016473510596851,1.0988527317706691,243.9947738326081,360.26256882943534,0.0004614745384513918,0.0030160641801119828,28922,240
Loschbour_snpAD.DG,Luxembourg,Echternach,49.81,6.4,8050.0,M,22.0,Shotgun.diploid,Pruefer2017,"Krause, Johannes",Luxembourg_Loschbour.DG,PASS,fullkg,183.5631120397744,0.3763461430165484,0.377114633118954,185.47136060971698,53.03458772648586,0.00046698096822744405,0.008551700465302637,39852,1233
I0585,Spain,"Leon, La Brana-Arintero",42.911,-5.3778,7815.0,M,19.535999999999998,1240K,MathiesonNature2015 (1240k of same same sample with shotgun in Olalde2014),"Lalueza-Fox, Carles",Iberia_HG,PASS (Xcontam=0.004),ceu,462.67499438707773,4.5971072855997015,4.607756102667227,439.568829420961,753.6243427184543,0.003314138637204244,0.016738077322004972,17521,49
I0585,Spain,"Leon, La Brana-Arintero",42.911,-5.3778,7815.0,M,19.535999999999998,1240K,MathiesonNature2015 (1240k of same same sample with shotgun in Olalde2014),"Lalueza-Fox, Carles",Iberia_HG,PASS (Xcontam=0.004),eur,265.6383996994152,1.2751141567163902,1.2856442745280032,259.8418740967099,4352.1819044468875,0.001968870707712483,0.03317865041913607,19899,240
I0585,Spain,"Leon, La Brana-Arintero",42.911,-5.3778,7815.0,M,19.535999999999998,1240K,MathiesonNature2015 (1240k of same same sample with shotgun in Olalde2014),"Lalueza-Fox, Carles",Iberia_HG,PASS (Xcontam=0.004),fullkg,193.4947482831245,0.4219906523831705,0.418317184615195,191.10449277298272,151.5778520310241,0.001510871381804708,0.002732844345162085,27230,1233
BR2.SG,Hungary,Ludas-Varju-Dulo,47.82,19.95,3140.0,M,19.164,Shotgun,GambaNatureCommunications2014,GambaNatureCommunications2014,Hungary_LBA.SG,PASS (Xcontam=0.009),ceu,548.0431975960716,4.5831397440372825,4.6006055861889905,505.97015096212095,747.6237041651947,0.004622353877948283,0.012192096473252879,29116,49
